"","Name","Role","Tier","Score","Trend","Win %","Role %","Pick %","Ban %","KDA","Patch"
"1982","Karthus","MID","Weak",37.87,-0.49,49.28,14.93,0.45,2.08,2.12,12.4
"1983","Karthus","JUNGLE","Weak",35.54,0.37,47.76,58.85,1.9,2.08,2.39,12.4
"1984","Kassadin","MID","Good",55.16,1.78,51.55,96.88,3.75,9.75,2.44,12.4
"1985","Katarina","MID","Strong",58.9,-2.31,48.84,94.54,6.75,8.81,2.26,12.4
"1986","Kayle","TOP","Good",53.73,-1.56,51.75,77.24,3.42,1.21,1.84,12.4
"1987","Kayle","MID","Fair",44.8,0.59,52.11,19.01,0.76,1.21,2.26,12.4
"1988","Kayn","JUNGLE","God",71.3,-0.33,49.59,96.95,10.64,11.69,2.3,12.4
"1989","Kennen","MID","Fair",45.36,-3.06,52.77,14.81,0.25,0.4,2.43,12.4
"1990","Kennen","TOP","Bad",30.32,-1.8,47.72,82.86,1.5,0.43,1.94,12.4
"1991","Kha'Zix","JUNGLE","Strong",61.76,-2.25,50.59,98.51,7.36,7.3,2.54,12.4
"1992","Kindred","JUNGLE","Good",48.96,-1.55,50.36,92.84,4.56,2.78,2.2,12.4
"1993","Kled","TOP","Weak",40.05,-1.46,50.38,90.8,1.59,0.74,2.26,12.4
"1994","Kog'Maw","ADC","Fair",41.88,-0.52,51.58,87.8,1.72,0.34,2.16,12.4
"1995","LeBlanc","MID","Good",49.03,-1.05,46.71,94.12,4.37,8.56,2.65,12.4
"1996","Lee Sin","JUNGLE","God",90.58,1.23,47.73,94.54,16.08,13.58,2.65,12.4
"1997","Leona","SUPPORT","Good",51.88,-13.44,49.46,98.67,7.28,11.31,2.32,12.4
"1998","Lillia","JUNGLE","Fair",45.86,-0.03,50.62,85.14,2.76,0.82,2.63,12.4
"1999","Lillia","TOP","Bad",27.91,-1.08,49.89,11.57,0.42,0.89,1.97,12.4
"2000","Lissandra","MID","Fair",46.03,-3.01,49.65,91.57,2.46,0.65,2.38,12.4
"2001","Lucian","ADC","Fair",46.28,1.58,49.21,85.97,6.75,1.52,2.24,12.4
"2002","Lulu","SUPPORT","Strong",65.9,-27.45,50.83,94.69,10.98,18.72,3.03,12.4
"2003","Lux","MID","Strong",64.72,-0.9,50.7,32.96,6.22,12.18,2.79,12.4
"2004","Lux","SUPPORT","Strong",61.48,-24.06,49.67,63.61,11.78,12.18,2.43,12.4
"2005","Malphite","TOP","Strong",64.63,-3.35,51.49,76.72,4.32,4.03,2.36,12.4
"2006","Malphite","MID","Weak",37.03,-2.81,47.93,10.28,0.56,4.03,2.37,12.4
"2007","Malzahar","MID","Good",52.25,0.17,52.12,92.55,3.15,2.84,2.23,12.4
"2008","Maokai","SUPPORT","Weak",41.29,4.24,49.73,75.15,1.14,0.16,2.24,12.4
"2009","Maokai","TOP","Bad",28.09,12.95,50.19,16.56,0.26,0.18,2.04,12.4
"2010","Master Yi","JUNGLE","God",70.81,4.15,51.5,92.85,8.27,18.75,2.03,12.4
"2011","Miss Fortune","ADC","Good",51.77,2.84,51.72,93.7,7.78,1.77,2.26,12.4
"2012","Mordekaiser","TOP","Strong",67.62,-2.37,50.81,81.19,5.27,6.49,1.79,12.4
"2013","Mordekaiser","JUNGLE","Weak",40.21,2.49,51.95,13.35,0.67,6.49,2.27,12.4
"2014","Morgana","SUPPORT","Good",56.07,-13.57,49.91,86.5,7.02,25.26,2.49,12.4
"2015","Nami","SUPPORT","Strong",59.15,-6.83,51.69,99.09,7.92,1.32,3.16,12.4
"2016","Nasus","TOP","Strong",60.17,-2.09,50.63,85.82,4.4,4.58,1.9,12.4
"2017","Nautilus","SUPPORT","Good",54.48,-7.81,50.5,96.92,7.89,8.41,2.33,12.4
"2018","Neeko","MID","Good",52.77,12.41,53.23,65.22,2.39,0.52,2.43,12.4
"2019","Neeko","SUPPORT","Fair",42.35,13.43,50.83,23.83,0.83,0.54,2.11,12.4
"2020","Nidalee","JUNGLE","Fair",45.87,0.59,48.73,90.1,3.62,2.09,2.85,12.4
"2021","Nocturne","JUNGLE","Good",47.53,-2.22,50,88.97,3.89,3.07,2.47,12.4
"2022","Nunu","JUNGLE","Good",47.28,-9.53,49.32,89.2,3.82,2.54,2.75,12.4
"2023","Olaf","JUNGLE","Bad",31.62,0.64,47.38,81.9,1.27,0.7,2.23,12.4
"2024","Olaf","TOP","Bad",15.19,8.1,46.42,17.5,0.26,0.72,1.57,12.4
"2025","Orianna","MID","Fair",46.23,-0.45,48.59,94.78,2.89,0.2,2.55,12.4
"2026","Ornn","TOP","Good",51.53,-9.24,50.33,93.95,3.18,0.58,2.26,12.4
"2027","Pantheon","MID","Fair",41.44,-6.51,50.16,22.75,0.91,0.85,2.22,12.4
"2028","Pantheon","SUPPORT","Bad",33.96,2.12,46.22,40.5,1.51,0.8,1.9,12.4
"2029","Pantheon","TOP","Bad",32.1,6.97,49.55,29.84,1.03,0.8,2.03,12.4
"2030","Poppy","JUNGLE","Fair",44.72,-1.02,50.43,56.87,2.49,2.26,2.64,12.4
"2031","Poppy","TOP","Weak",34.68,-1.92,49.3,36.34,1.45,2.26,2.02,12.4
"2032","Pyke","SUPPORT","Good",54.39,-13.35,48.69,87.12,9.59,14.76,2.12,12.4
"2033","Pyke","MID","Fair",46.88,0,51.18,10.07,1.15,14.76,2.64,12.4
"2034","Qiyana","MID","Good",50.19,-3.97,49.34,63.79,4.11,8.3,2.09,12.4
"2035","Qiyana","JUNGLE","Bad",33.56,-8.48,46.64,32.17,2.07,8.3,2.3,12.4
"2036","Quinn","TOP","Fair",42.85,-1.73,52.07,84.73,1.78,1.21,1.89,12.4
"2037","Rakan","SUPPORT","Good",49.15,-2.68,49.94,97.63,4.42,0.3,2.85,12.4
"2038","Rammus","JUNGLE","Fair",45.2,-3.86,50.23,95.45,2.45,3.28,2.81,12.4
"2039","Rek'Sai","JUNGLE","Good",48.11,-0.52,50.33,96.53,3.82,4.61,2.42,12.4
"2040","Rell","SUPPORT","Fair",46.17,6.62,51.63,98.47,1.51,0.37,2.43,12.4
"2041","Renata Glasc","SUPPORT","God",92.92,0,50.75,94.79,21.94,32.52,2.6,12.4
"2042","Renekton","TOP","Good",48.32,-6.87,46.82,86.8,4.34,2.66,1.77,12.4
"2043","Renekton","MID","Weak",37.31,-2.14,49.1,11.68,0.58,2.66,2,12.4
"2044","Rengar","JUNGLE","Weak",40.67,-1.56,48.69,76.83,3.08,2.62,2.25,12.4
"2045","Rengar","TOP","Bad",27.08,4.7,48.78,19.59,0.87,2.62,1.76,12.4
"2046","Riven","TOP","Strong",68.31,-10.1,50.65,91.94,5.54,3.32,1.92,12.4
"2047","Rumble","MID","Good",47.44,3.02,52.49,29.21,0.67,0.27,2.68,12.4
"2048","Rumble","JUNGLE","Bad",31.66,-1.93,47.65,14.65,0.31,0.24,2.69,12.4
"2049","Rumble","TOP","Bad",30.12,5.25,48.18,54.23,1.18,0.27,2.08,12.4
"2050","Ryze","MID","Fair",43.84,3.82,45.6,88.14,4.49,0.62,2.21,12.4
"2051","Ryze","TOP","Bad",19.65,10.57,46.76,10.43,0.51,0.62,1.81,12.4
"2052","Samira","ADC","Fair",45.52,-0.18,48.22,97.49,7.02,8.41,2.15,12.4
"2053","Sejuani","JUNGLE","Fair",45.77,-4.35,50.16,80.94,2,0.27,3.24,12.4
"2054","Sejuani","TOP","Bad",32.67,-0.63,50.96,11.54,0.25,0.29,2.4,12.4
"2055","Senna","SUPPORT","Strong",58.48,-14.44,51.24,81.14,8.97,5.65,2.65,12.4
"2056","Senna","ADC","Fair",41.45,-1.66,49.01,16.14,1.79,5.65,2.75,12.4
"2057","Seraphine","MID","Fair",44.28,6.25,50.46,18.33,0.83,0.97,2.71,12.4
"2058","Seraphine","ADC","Fair",41.5,-5.49,50.05,17.5,0.7,0.97,2.8,12.4
"2059","Seraphine","SUPPORT","Weak",38.48,0.55,46.18,63.68,3.25,0.97,2.37,12.4
"2060","Sett","TOP","God",86.98,-1.46,49.99,83.99,8.02,7.1,1.74,12.4
"2061","Shaco","JUNGLE","Strong",61.85,2.3,50.9,83.94,6.04,16.68,2.77,12.4
"2062","Shaco","SUPPORT","Weak",41.26,8.89,49.62,11.63,0.84,16.68,2.33,12.4
"2063","Shen","TOP","God",74.73,-2.48,52.45,88.26,4.91,1.33,2.91,12.4
"2064","Shyvana","ADC","Strong",57.62,0,62.07,16.11,0.04,0.13,2.65,12.4
"2065","Shyvana","JUNGLE","Fair",43.53,3.87,51.35,78.83,1.67,0.25,2.56,12.4
"2066","Shyvana","TOP","Bad",31.67,7.75,51.38,16.99,0.34,0.26,2.05,12.4
"2067","Singed","MID","Fair",45.98,0.19,52.77,15,0.39,0.43,2.47,12.4
"2068","Singed","TOP","Weak",38.45,0.36,50.04,70.57,1.79,0.5,1.98,12.4
"2069","Sion","TOP","Good",54.11,-0.5,50.01,80.5,4.42,1.31,1.48,12.4
"2070","Sion","MID","Bad",26.32,0,46.04,10.25,0.51,1.31,1.03,12.4
"2071","Sivir","ADC","Fair",44.18,1.55,50.99,97.04,2.77,0.49,2.47,12.4
"2072","Skarner","JUNGLE","Fair",43.92,-4.15,52.28,78.91,0.68,0.15,2.82,12.4
"2073","Skarner","TOP","Bad",24.51,7.49,48.28,18.23,0.15,0.15,2.3,12.4
"2074","Sona","SUPPORT","Good",53.31,-1.75,52.89,96.97,3.57,0.54,2.84,12.4
"2075","Soraka","SUPPORT","Good",55.7,-7.39,51.73,90.7,6.6,4.02,2.72,12.4
"2076","Swain","ADC","Fair",46.95,-0.32,53.98,21.03,0.5,1.46,2.78,12.4
"2077","Swain","SUPPORT","Fair",41.34,1.93,48.94,62.12,2.16,1.46,2.22,12.4
"2078","Swain","MID","Weak",39.64,-2.38,49.31,12.95,0.37,1.46,2.5,12.4
"2079","Sylas","MID","Strong",58.66,3.44,49.38,83.08,7.02,3.77,2.08,12.4
"2080","Sylas","TOP","Bad",30.48,5.93,49.69,10.95,0.94,3.77,1.83,12.4
"2081","Syndra","MID","Fair",45.98,-0.23,48.45,89.53,3.54,1.11,2.15,12.4
"2082","Tahm Kench","SUPPORT","Fair",45.91,10.08,51.25,44.11,1.59,4.08,2.49,12.4
"2083","Tahm Kench","TOP","Weak",40.08,-2.49,48.82,45.86,1.9,4.08,2.41,12.4
"2084","Taliyah","SUPPORT","Fair",45.15,8.34,52.72,20.04,0.28,0.16,2.14,12.4
"2085","Taliyah","MID","Fair",43.35,0.23,51.88,15.39,0.23,0.16,2.37,12.4
"2086","Taliyah","JUNGLE","Weak",36.71,-1.96,49.24,60.26,0.97,0.18,2.58,12.4
"2087","Talon","MID","Good",48.33,2.38,50.57,65.88,2.91,2.2,2.19,12.4
"2088","Talon","JUNGLE","Weak",35.17,-2.93,48.46,30.9,1.34,2.2,2.38,12.4
"2089","Taric","SUPPORT","Fair",44.55,4.84,50.56,87.76,0.96,0.13,2.73,12.4
"2090","Teemo","TOP","God",71.23,-3.92,50.99,81.53,5.41,9.78,1.72,12.4
"2091","Thresh","SUPPORT","Good",52.88,-15.32,47.81,98.02,9.96,4.31,2.48,12.4
"2092","Tristana","ADC","Good",51.39,1.64,51.88,88.18,6.95,2.94,2.37,12.4
"2093","Trundle","JUNGLE","Good",51.32,0.18,52.36,63.35,3.1,2.75,2.68,12.4
"2094","Trundle","TOP","Weak",40.25,1.4,52.3,32.15,1.61,2.75,1.62,12.4
"2095","Tryndamere","TOP","God",92.98,5.29,51.58,86.16,6.88,21.88,1.83,12.4
"2096","Twisted Fate","MID","Weak",38.35,-4.13,45.71,92.47,2.8,0.33,2.12,12.4
"2097","Twitch","ADC","Good",50.48,0.39,51.94,82.36,6.12,3.67,2.41,12.4
"2098","Udyr","JUNGLE","Weak",40.03,0.87,49.27,92.98,2,0.55,2.56,12.4
"2099","Urgot","TOP","Strong",58.9,1.49,51.85,94.37,3.93,2.47,1.93,12.4
"2100","Varus","ADC","Weak",38.76,-0.43,48.56,92.15,2.35,0.3,2.24,12.4
"2101","Vayne","ADC","Strong",59.36,0.13,51.48,84.49,11.58,15.83,2.16,12.4
"2102","Vayne","TOP","Weak",35.98,-5.61,49.66,13.47,1.74,15.83,1.52,12.4
"2103","Veigar","MID","Strong",69.98,3.43,51.6,76.74,8.55,7.17,2.34,12.4
"2104","Veigar","ADC","Good",48.75,-1.56,54.8,15.29,1.7,7.17,2.52,12.4
"2105","Vel'Koz","MID","Fair",44.68,-1.14,50.77,38.31,1.03,0.52,2.56,12.4
"2106","Vel'Koz","SUPPORT","Fair",42.7,6.31,50.46,56.05,1.47,0.5,2.13,12.4
"2107","Vex","MID","Strong",62.31,-4,49.99,89.94,6.69,11.34,2.42,12.4
"2108","Vi","JUNGLE","Good",53.2,2.09,52.07,94.16,4.46,2.11,2.35,12.4
"2109","Viego","JUNGLE","God",74.64,-3.32,49.29,94.4,11.79,10.84,2.35,12.4
"2110","Viktor","MID","Strong",64.52,-1.4,51.19,91.57,7.28,6.61,2.24,12.4
"2111","Vladimir","MID","Good",53.38,3.28,51.07,76.66,3.73,5.24,2.42,12.4
"2112","Vladimir","TOP","Bad",31.02,1.51,49.08,21,1.01,5.24,2.01,12.4
"2113","Volibear","JUNGLE","Good",54.23,4.92,52.67,55.13,3.73,2.14,2.73,12.4
"2114","Volibear","TOP","Good",47.64,-0.62,50.3,42.54,3.1,2.14,1.79,12.4
"2115","Warwick","JUNGLE","Good",51.77,1.03,50.43,76.9,5.05,5.47,2.21,12.4
"2116","Warwick","TOP","Bad",29.86,-1.47,49.09,21.65,1.04,5.47,1.82,12.4
"2117","Wukong","TOP","Weak",40.35,3.43,50.63,77.27,1.77,0.59,2.05,12.4
"2118","Wukong","JUNGLE","Weak",34.69,2.83,49.65,15.13,0.36,0.62,2.4,12.4
"2119","Xayah","ADC","Good",47.62,5.32,50.77,97.97,5.67,0.57,2.38,12.4
"2120","Xerath","MID","Good",50.9,-0.51,50.5,41.22,2.39,4.06,3,12.4
"2121","Xerath","SUPPORT","Fair",47.23,-0.24,50.39,53.34,3.34,4.06,2.52,12.4
"2122","Xin Zhao","JUNGLE","Strong",64.08,2.22,50.63,93.77,8.26,7.08,2.38,12.4
"2123","Yasuo","MID","God",83.2,2.86,49.25,71.34,12.02,23.14,1.7,12.4
"2124","Yasuo","ADC","Weak",41.17,-3.78,50.89,13.05,2.04,23.14,1.95,12.4
"2125","Yasuo","TOP","Weak",37.31,-8.35,47.72,14.52,2.24,23.14,1.46,12.4
"2126","Yone","MID","God",70.92,4.33,50.04,63.69,9.21,17.79,1.84,12.4
"2127","Yone","TOP","Strong",60.91,-15.13,49.76,33.37,4.37,17.79,1.65,12.4
"2128","Yorick","TOP","Good",49.53,0.93,52.52,95.8,2.81,2.7,1.57,12.4
"2129","Yuumi","SUPPORT","Strong",68.75,-26.41,48.75,98.42,11.18,25.79,4.12,12.4
"2130","Zac","JUNGLE","Strong",60.44,2.92,53.04,85.55,3.97,2.15,3.54,12.4
"2131","Zed","MID","God",77.07,1.64,50.13,68.21,8.13,34.01,2.24,12.4
"2132","Zed","JUNGLE","Fair",44.82,2.1,48.05,28.58,3.02,34.01,2.45,12.4
"2133","Zeri","ADC","God",86.66,-6.85,51.06,84.59,15.51,47.78,2.38,12.4
"2134","Ziggs","ADC","Fair",43.07,-2.45,51.33,71.53,1.97,0.47,2.39,12.4
"2135","Ziggs","MID","Weak",40.89,-1.43,49.89,23.58,0.69,0.49,2.34,12.4
"2136","Zilean","MID","Good",50.37,-1.3,51.56,25.03,1.14,3.68,3.28,12.4
"2137","Zilean","SUPPORT","Good",47.74,-0.67,49.79,69.18,3.09,3.68,3.02,12.4
"2138","Zoe","MID","Fair",47.1,-2.3,48.3,91.74,3.5,1.38,2.44,12.4
"2139","Aatrox","TOP","Strong",72.19,-5.85,49.43,92.34,7.01,4.24,1.89,12.5
"2140","Ahri","MID","God",89.47,-5.98,51.54,92.89,12.5,13.82,2.49,12.5
"2141","Akali","MID","Strong",68,-1.6,48.85,61.87,7.92,18.92,2.3,12.5
"2142","Akali","TOP","Strong",59.59,3.36,48.24,37.35,4.53,18.92,2.01,12.5
"2143","Akshan","MID","Good",53.74,0.8,51.51,56.39,3.47,13.97,2.22,12.5
"2144","Akshan","TOP","Fair",44.34,-5.41,50.51,33.88,1.97,13.97,1.93,12.5
"2145","Alistar","SUPPORT","Fair",45.7,1.8,50.64,96.81,3.56,0.8,2.5,12.5
"2146","Amumu","JUNGLE","Fair",44.12,-0.12,49.76,84.03,2.74,1.33,2.5,12.5
"2147","Amumu","SUPPORT","Weak",33.72,-3.31,52,13.25,0.32,1.43,2.04,12.5
"2148","Anivia","MID","Good",52,-1.61,52.07,77.74,2.63,2.82,2.53,12.5
"2149","Anivia","SUPPORT","Bad",25.32,-8.08,47.77,14.4,0.39,2.82,2.12,12.5
"2150","Annie","MID","Fair",44.97,-4.05,50.54,81.69,1.85,0.71,2.24,12.5
"2151","Aphelios","ADC","Weak",37.73,-7.63,46.57,97.21,7.7,1.7,1.95,12.5
"2152","Ashe","ADC","Good",46.95,1.39,50.85,84.43,6.42,0.95,2.36,12.5
"2153","Ashe","SUPPORT","Bad",26.83,0,47.23,12.2,0.84,0.95,2.32,12.5
"2154","Aurelion Sol","MID","Fair",44.2,-6.31,50.87,87.31,1.04,0.36,2.49,12.5
"2155","Azir","MID","Bad",33.12,-0.38,45.61,87.03,1.39,0.27,1.96,12.5
"2156","Bard","SUPPORT","Fair",42.07,-4.25,49.75,96.36,2.67,0.49,2.88,12.5
"2157","Blitzcrank","SUPPORT","Strong",72.51,13.09,50.48,98.01,8.41,20.73,2.41,12.5
"2158","Brand","SUPPORT","Fair",42.16,-4.08,49.27,71.23,4,5.71,1.78,12.5
"2159","Brand","MID","Weak",39.31,-2.87,49.86,16.41,0.93,5.71,1.93,12.5
"2160","Braum","SUPPORT","Weak",35.01,-4.87,48.09,97.99,2.02,0.33,2.69,12.5
"2161","Caitlyn","ADC","Good",57.19,1.67,47.94,96.93,12.42,10.2,2.15,12.5
"2162","Camille","TOP","Strong",65.37,-1.71,49.72,94.79,5.82,4.64,1.87,12.5
"2163","Cassiopeia","MID","Fair",44.91,-4.06,50.48,69.77,2.19,1.76,2.02,12.5
"2164","Cassiopeia","ADC","Weak",33.97,-7.3,52.04,11.57,0.37,1.76,2.26,12.5
"2165","Cassiopeia","TOP","Weak",33.65,-0.07,50.81,17.42,0.56,1.76,1.84,12.5
"2166","Cho'Gath","TOP","Fair",46.47,-1.53,50.42,64.7,2.5,0.98,2.08,12.5
"2167","Cho'Gath","MID","Fair",45.79,10.23,52.69,21.93,0.67,0.98,2.4,12.5
"2168","Corki","MID","Fair",43.06,-1.74,48.46,91.2,2.63,0.97,2.1,12.5
"2169","Darius","TOP","God",74.66,-4.68,49.53,92.81,6.63,14.96,1.77,12.5
"2170","Diana","JUNGLE","God",76.34,-3.47,52.1,85.94,10.74,13.96,2.47,12.5
"2171","Diana","MID","Fair",46.79,-1.54,51.97,12.68,1.58,13.96,2.12,12.5
"2172","Dr. Mundo","TOP","Good",48.88,2.24,51.9,84.87,2.3,1.94,2.09,12.5
"2173","Draven","ADC","Fair",41.98,-1.03,49.59,93.76,5.78,9.48,2.09,12.5
"2174","Ekko","JUNGLE","Good",56.68,-1.51,51.09,62.49,5.63,3.85,2.71,12.5
"2175","Ekko","MID","Good",48.22,1.94,50.14,34.86,3.05,3.85,2.19,12.5
"2176","Elise","JUNGLE","Fair",42.47,-1.09,49.84,93.41,2.04,1.12,2.54,12.5
"2177","Evelynn","JUNGLE","Fair",46.8,2.25,49.17,98.53,3.41,6.37,2.77,12.5
"2178","Ezreal","ADC","Strong",66.29,4.49,48.26,94.28,16.33,3.94,2.29,12.5
"2179","Fiddlesticks","JUNGLE","Fair",45.6,0.35,49.98,90.92,2.91,2.14,2.59,12.5
"2180","Fiora","TOP","God",78.04,-1.65,51.09,97.28,6.7,13.68,1.72,12.5
"2181","Fizz","MID","Good",53.91,2.5,50.94,94.44,3.88,5.52,2.41,12.5
"2182","Galio","MID","Good",48.07,2.19,51.13,61.47,1.83,0.4,2.65,12.5
"2183","Galio","SUPPORT","Bad",30.98,-9.79,48.73,34.66,1.03,0.4,2.36,12.5
"2184","Gangplank","TOP","Strong",62.05,-1.65,48.2,85.62,5.78,4.37,1.96,12.5
"2185","Gangplank","MID","Weak",39.01,5.56,49.15,12.89,0.95,4.37,2.13,12.5
"2186","Garen","TOP","God",72.72,-2.79,50.78,86.46,6.55,3.29,1.97,12.5
"2187","Gnar","TOP","Good",52.42,-1.49,48.87,96.84,4.34,0.92,1.83,12.5
"2188","Gragas","JUNGLE","Weak",39.53,4.55,49.59,22.32,0.8,0.31,2.75,12.5
"2189","Gragas","TOP","Weak",37.21,-4.12,47.11,56.71,2.26,0.31,2.09,12.5
"2190","Gragas","SUPPORT","Bad",25.05,0,47.41,10.53,0.36,0.31,2.26,12.5
"2191","Graves","JUNGLE","Strong",62.33,-2.51,50.62,62.76,7.61,8.07,2.64,12.5
"2192","Graves","TOP","Good",50.69,-18.84,49.61,30.68,3.63,8.07,1.69,12.5
"2193","Gwen","TOP","Weak",33.64,-30.46,45.68,61.78,2.66,5.2,1.6,12.5
"2194","Gwen","JUNGLE","Bad",28.95,-21.49,45.06,34.59,1.5,5.2,2.15,12.5
"2195","Hecarim","JUNGLE","God",83.62,6.71,51.21,99.04,10.84,22.23,3.05,12.5
"2196","Heimerdinger","MID","Fair",39.83,-3.24,50.39,37.64,0.91,1.08,1.89,12.5
"2197","Heimerdinger","ADC","Weak",39.3,-2.72,54.78,17.11,0.3,1.08,2.18,12.5
"2198","Heimerdinger","TOP","Bad",29.33,3.9,49.07,35.36,0.81,1.08,1.59,12.5
"2199","Illaoi","TOP","Good",47.34,-4.16,51.05,93.48,3,3.75,1.47,12.5
"2200","Irelia","TOP","God",83.11,-6.35,50.08,57.85,7.15,22.15,1.6,12.5
"2201","Irelia","MID","Good",57.11,5.96,50.3,40.53,5,22.15,1.81,12.5
"2202","Ivern","JUNGLE","Fair",41.38,-0.21,48.6,80.99,1.17,0.41,3.28,12.5
"2203","Janna","SUPPORT","Strong",65.44,9.2,53.4,98.06,6.04,2.52,3.24,12.5
"2204","Jarvan IV","JUNGLE","Good",49.78,-4.17,49.46,91.91,3.74,0.48,3.15,12.5
"2205","Jax","TOP","Strong",62.21,-4.73,50.04,81.66,5.37,8.15,1.55,12.5
"2206","Jax","JUNGLE","Bad",31.32,-2.95,47.23,15.2,1.04,8.15,1.99,12.5
"2207","Jayce","TOP","Good",59.4,1.26,47.83,84.52,5.9,2,1.72,12.5
"2208","Jayce","MID","Weak",38.66,-4.87,49.36,13.78,0.86,2,2.05,12.5
"2209","Jhin","ADC","God",81.84,6.03,51.07,97.83,18.11,4.91,2.89,12.5
"2210","Jinx","ADC","God",92.47,14.77,50.61,98.89,22.62,10.72,2.32,12.5
"2211","Kai'Sa","ADC","Strong",66.15,10.84,49.63,76.99,14.64,4.4,2.41,12.5
"2212","Kai'Sa","MID","Fair",44.75,0,46.86,21.4,3.81,4.4,2.13,12.5
"2213","Kalista","ADC","Bad",29.04,-8.35,48.46,88.11,1.68,0.29,2.24,12.5
"2214","Karma","SUPPORT","Strong",69.88,13.79,49.18,80.81,9.57,6.25,2.67,12.5
"2215","Karma","MID","Good",48.14,0.82,50.95,11.64,1.43,6.25,2.89,12.5
"2216","Karthus","MID","Fair",41.98,4.12,51.61,14.92,0.48,1.99,2.15,12.5
"2217","Karthus","ADC","Fair",41,-1.86,54.65,23.64,0.96,1.99,2.22,12.5
"2218","Karthus","JUNGLE","Weak",35.4,-0.14,47.19,53.49,1.77,1.99,2.39,12.5
"2219","Kassadin","MID","Good",50.8,-4.36,49.51,96.19,3.64,9.31,2.35,12.5
"2220","Katarina","MID","Strong",62.24,3.34,49.24,93.87,7.17,9.48,2.21,12.5
"2221","Kayle","TOP","Good",56.4,2.67,52.42,73.46,3.66,1.44,1.8,12.5
"2222","Kayle","MID","Fair",46.38,1.58,53,22.73,1.03,1.44,2.17,12.5
"2223","Kayn","JUNGLE","Strong",69.57,-1.73,50.59,96.46,10.12,11.78,2.37,12.5
"2224","Kennen","MID","Fair",42.47,-2.89,51.55,14.57,0.4,0.64,2.33,12.5
"2225","Kennen","TOP","Fair",41.03,10.71,49.34,81.48,2.18,0.64,1.96,12.5
"2226","Kha'Zix","JUNGLE","Strong",63.47,1.72,50.87,98.33,8.03,7.88,2.55,12.5
"2227","Kindred","JUNGLE","Good",48.2,-0.77,50.3,92.78,4.27,3.11,2.2,12.5
"2228","Kled","TOP","Fair",43.59,3.55,50.91,87.04,1.56,0.81,2.34,12.5
"2229","Kled","MID","Fair",42.19,0,51.27,10.31,0.16,0.85,2.52,12.5
"2230","Kog'Maw","MID","Fair",39.77,0,50.93,11.51,0.2,0.34,2.15,12.5
"2231","Kog'Maw","ADC","Weak",36.38,-5.5,51.92,84.09,1.7,0.34,2.18,12.5
"2232","LeBlanc","MID","Good",51.25,2.22,47.17,93.48,4.53,8.07,2.67,12.5
"2233","Lee Sin","JUNGLE","God",90.64,0.06,48.08,94.41,16.99,15.23,2.65,12.5
"2234","Leona","SUPPORT","Strong",60.91,9.03,49.56,98.8,7.42,10.59,2.33,12.5
"2235","Lillia","JUNGLE","Fair",45.43,-0.43,49.68,85.53,3.14,1,2.57,12.5
"2236","Lillia","TOP","Bad",32.68,4.77,50.28,10.56,0.44,1.07,1.99,12.5
"2237","Lissandra","MID","Good",48.51,2.48,50.86,90.2,2.52,0.76,2.38,12.5
"2238","Lucian","ADC","Good",53.67,7.4,51.58,82.05,8.46,2.16,2.34,12.5
"2239","Lucian","MID","Weak",35.96,0,47.79,12.02,1.08,2.16,1.94,12.5
"2240","Lulu","SUPPORT","God",87.73,21.82,50.81,95.15,10.79,19.01,3.01,12.5
"2241","Lux","SUPPORT","God",83.95,22.47,49.76,64.34,11.87,11.49,2.4,12.5
"2242","Lux","MID","Strong",63.87,-0.85,51.02,31.88,5.63,11.49,2.79,12.5
"2243","Malphite","TOP","Strong",63.4,-1.23,51.03,73.62,4.55,4.29,2.34,12.5
"2244","Malphite","MID","Fair",42.05,5.02,50.45,11.34,0.73,4.29,2.4,12.5
"2245","Malphite","SUPPORT","Bad",29.18,0,49.13,11.11,0.72,4.31,2.03,12.5
"2246","Malzahar","MID","Good",50.9,-1.35,51.61,90,3.08,2.98,2.19,12.5
"2247","Maokai","SUPPORT","Weak",37.21,-4.08,51.89,72.96,1.06,0.12,2.22,12.5
"2248","Maokai","TOP","Bad",27.46,-0.63,48.27,20.65,0.27,0.12,2.06,12.5
"2249","Master Yi","JUNGLE","Strong",70.85,0.04,50.02,89.98,9.24,22.49,1.95,12.5
"2250","Miss Fortune","ADC","Good",51.89,0.12,50.48,93.07,8.98,1.98,2.22,12.5
"2251","Mordekaiser","TOP","Strong",68.23,0.61,50.99,81.78,5.64,6.97,1.82,12.5
"2252","Mordekaiser","JUNGLE","Fair",40.8,0.59,51.64,10.78,0.71,6.97,2.21,12.5
"2253","Morgana","SUPPORT","God",72.56,16.49,48.98,87.83,7.94,26.74,2.44,12.5
"2254","Nami","SUPPORT","Strong",71.18,12.03,52.05,99.44,8.45,1.19,3.16,12.5
"2255","Nasus","TOP","Good",57.57,-2.6,50.08,80.62,4.48,4.45,1.85,12.5
"2256","Nautilus","SUPPORT","God",79.05,24.58,50.8,97.46,10.82,11.21,2.37,12.5
"2257","Neeko","MID","Good",49.07,-3.7,52.29,58.65,2.01,0.58,2.32,12.5
"2258","Neeko","SUPPORT","Bad",30.1,-12.25,49.26,25.8,0.84,0.58,2.09,12.5
"2259","Nidalee","JUNGLE","Fair",44.76,-1.11,48.14,88.46,3.57,1.7,2.8,12.5
